,fiscal_year_released,recidivism_reporting_year,main_supervising_district,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,recidivism_type,target_population
20987,2012,2015,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,New,Yes
20988,2012,2015,5JD,Parole,White - Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
20989,2012,2015,8JD,Special Sentence,White - Non-Hispanic,0-25,Male,Special Sentence 2005,Violent,Sex,Yes,Tech,Yes
20990,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
20991,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
20992,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Yes
20994,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
20995,2012,2015,8JD,Special Sentence,Asian or Pacific Islander - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,Yes
20996,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,New,Yes
20997,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,Yes,New,Yes
20998,2012,2015,ISC,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,New,Yes
21002,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Yes,Tech,Yes
21003,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,New,Yes
21004,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,No
21005,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21006,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Yes
21007,2012,2015,7JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Property,Burglary,Yes,New,Yes
21008,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,New,Yes
21009,2012,2015,8JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21010,2012,2015,2JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,Tech,Yes
21013,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,New,Yes
21014,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,Tech,Yes
21015,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Other Violent,Yes,New,Yes
21016,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Property,Theft,Yes,Tech,Yes
21019,2012,2015,6JD,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,Tech,Yes
21020,2012,2015,5JD,Parole,Black - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Yes
21021,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Yes,New,Yes
21022,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,New,Yes
21023,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
21024,2012,2015,3JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,Tech,Yes
21025,2012,2015,2JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,Yes,Tech,No
21026,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,Tech,Yes
21027,2012,2015,ISC,Parole,White - Hispanic,35-44,Male,C Felony,Property,Theft,Yes,Tech,Yes
21028,2012,2015,3JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Yes,Tech,Yes
21029,2012,2015,7JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,New,Yes
21030,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21034,2012,2015,8JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,New,Yes
21035,2012,2015,1JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
21036,2012,2015,6JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,New,Yes
21038,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21039,2012,2015,3JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,Yes
21041,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,Yes
21043,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21044,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21046,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,New,Yes
21048,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21050,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,Yes
21051,2012,2015,7JD,Special Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Sex,Yes,Tech,Yes
21053,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,Tech,Yes
21057,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Violent,Robbery,Yes,New,Yes
21058,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21059,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21060,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,Yes,New,Yes
21061,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21062,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
21065,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,New,Yes
21066,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Property,Burglary,Yes,Tech,Yes
21073,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21074,2012,2015,2JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Violent,Robbery,Yes,Tech,Yes
21076,2012,2015,7JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,Tech,No
21078,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21080,2012,2015,1JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,New,Yes
21081,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Yes
21082,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
21083,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21084,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21085,2012,2015,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,Tech,Yes
21087,2012,2015,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21090,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21091,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,New,Yes
21092,2012,2015,6JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21094,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Yes,New,Yes
21095,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,Yes,New,Yes
21096,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,Tech,Yes
21097,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,Tech,Yes
21098,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,Tech,Yes
21100,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Public Order,OWI,Yes,New,Yes
21102,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,Tech,No
21103,2012,2015,1JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Violent,Sex,Yes,Tech,No
21105,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Yes
21106,2012,2015,3JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,New,Yes
21108,2012,2015,1JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,New,Yes
21110,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,Tech,Yes
21113,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Yes
21114,2012,2015,8JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21115,2012,2015,5JD,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21116,2012,2015,5JD,Special Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,New,Yes
21117,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,New,Yes
21118,2012,2015,2JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21119,2012,2015,6JD,Special Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,Yes,Tech,Yes
21120,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Flight/Escape,Yes,Tech,Yes
21122,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21125,2012,2015,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21127,2012,2015,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,Yes,New,Yes
21128,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,New,Yes
21129,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
21130,2012,2015,8JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,New,Yes
21131,2012,2015,5JD,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,New,Yes
21132,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,Tech,No
21133,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,Yes,New,Yes
21134,2012,2015,6JD,Special Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,Yes,Tech,Yes
21137,2012,2015,1JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21139,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Yes
21141,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Public Order,Flight/Escape,Yes,New,Yes
21142,2013,2016,2JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,Yes,New,Yes
21143,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Other,Other Criminal,Yes,New,Yes
21144,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Property,Theft,Yes,New,Yes
21145,2013,2016,5JD,Paroled to Detainer - Iowa,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Yes
21146,2013,2016,4JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Forgery/Fraud,Yes,Tech,Yes
21147,2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,New,Yes
21149,2013,2016,8JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,New,Yes
21150,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,B Felony,Violent,Murder/Manslaughter,Yes,New,Yes
21151,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Female,C Felony,Property,Theft,Yes,New,Yes
21152,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21153,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,New,Yes
21154,2013,2016,2JD,Parole Granted,White - Hispanic,25-34,Male,D Felony,Property,Theft,Yes,Tech,Yes
21155,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
21156,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,New,Yes
21157,2013,2016,1JD,Parole Granted,White - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Yes
21158,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Yes
21160,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Yes
21161,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,Tech,Yes
21162,2013,2016,5JD,Paroled w/Immediate Discharge,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,New,Yes
21163,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,New,Yes
21164,2013,2016,5JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Yes
21166,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,Tech,Yes
21168,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
21169,2013,2016,4JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,Yes,Tech,Yes
21170,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21171,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Yes
21172,2013,2016,5JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Vandalism,Yes,New,Yes
21175,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21176,2013,2016,1JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,Yes,New,Yes
21178,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Yes
21179,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,New,Yes
21180,2013,2016,3JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Yes
21181,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Yes
21182,2013,2016,1JD,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21183,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,OWI,Yes,Tech,Yes
21186,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,Tech,Yes
21187,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21188,2013,2016,3JD,Parole Granted,American Indian or Alaska Native - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,Tech,Yes
21189,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,New,Yes
21190,2013,2016,2JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,New,Yes
21191,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,New,Yes
21192,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,New,Yes
21193,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
21194,2013,2016,1JD,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21195,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,New,Yes
21197,2013,2016,6JD,Paroled w/Immediate Discharge,American Indian or Alaska Native - Non-Hispanic,0-25,Male,D Felony,Public Order,OWI,Yes,New,Yes
21198,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21199,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,B Felony,Violent,Other Violent,Yes,Tech,Yes
21201,2013,2016,1JD,Parole Granted,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,New,Yes
21203,2013,2016,4JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,Tech,Yes
21204,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Yes
21208,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Yes
21209,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
21210,2013,2016,6JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,Tech,Yes
21211,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,Yes,Tech,Yes
21212,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21213,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,Tech,Yes
21214,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,Tech,Yes
21215,2013,2016,2JD,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,Yes,New,Yes
21216,2013,2016,2JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21218,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21219,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,35-44,Female,C Felony,Property,Forgery/Fraud,Yes,Tech,Yes
21220,2013,2016,1JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,New,Yes
21221,2013,2016,1JD,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,New,Yes
21222,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Property,Arson,Yes,Tech,Yes
21224,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21225,2013,2016,4JD,Paroled to Detainer - Iowa,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,Tech,Yes
21226,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Yes
21227,2013,2016,1JD,Paroled to Detainer - Out of State,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,Tech,Yes
21229,2013,2016,7JD,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,New,Yes
21230,2013,2016,7JD,Paroled to Detainer - Out of State,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Yes
21231,2013,2016,5JD,Paroled w/Immediate Discharge,Black - Non-Hispanic,25-34,Female,D Felony,Property,Vandalism,Yes,New,Yes
21232,2013,2016,5JD,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Other Public Order,Yes,New,Yes
21234,2013,2016,8JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Vandalism,Yes,Tech,Yes
21235,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,Tech,Yes
21236,2013,2016,4JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,Tech,Yes
21238,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,Tech,Yes
21240,2013,2016,6JD,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,New,Yes
21241,2013,2016,5JD,Paroled to Detainer - Iowa,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
21242,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,Tech,Yes
21243,2013,2016,2JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,New,Yes
21245,2013,2016,7JD,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,New,Yes
21246,2013,2016,3JD,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,Tech,Yes
21248,2013,2016,8JD,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,Tech,Yes
21249,2013,2016,3JD,Parole Granted,White - Non-Hispanic,45-54,Female,D Felony,Drug,Other Drug,Yes,Tech,Yes
21250,2013,2016,5JD,Parole Granted,White - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Yes
21251,2013,2016,6JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,Tech,Yes
21252,2013,2016,2JD,Paroled to Detainer - Out of State,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,New,Yes
21253,2013,2016,5JD,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,New,Yes
21254,2013,2016,1JD,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,New,Yes
21255,2013,2016,7JD,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,Tech,Yes
21256,2013,2016,2JD,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Violent,Sex,Yes,Tech,Yes
21257,2013,2016,5JD,Parole Granted,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,New,Yes
21258,2013,2016,2JD,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,New,Yes
21259,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Yes
21261,2013,2016,5JD,Parole Granted,White - Non-Hispanic,35-44,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,New,Yes
