,fiscal_year_released,recidivism_reporting_year,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,days_to_return,recidivism_type,new_offenseclassification,new_offensetype,new_offensesub_type,target_population
25346,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,Yes,908.0,New,Aggravated Misdemeanor,Violent,Sex,Yes
25347,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,1033.0,Tech,C Felony,Drug,Trafficking,No
25348,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,Yes,569.0,New,D Felony,Violent,Assault,Yes
25349,2015,2018,Parole Granted,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,Yes,367.0,Tech,D Felony,Drug,Trafficking,No
25350,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Drug,Drug Possession,Yes,107.0,New,D Felony,Drug,Drug Possession,Yes
25351,2015,2018,Released to Special Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,818.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
25352,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,Yes,634.0,Tech,C Felony,Property,Burglary,Yes
25353,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,345.0,New,Aggravated Misdemeanor,Property,Theft,Yes
25354,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,710.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
25355,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,948.0,New,D Felony,Property,Forgery/Fraud,Yes
25356,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Theft,Yes,1015.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
25357,2015,2018,Released to Special Sentence,White - Non-Hispanic,35-44,Male,Special Sentence 2005,Violent,Sex,Yes,117.0,New,D Felony,Other,Other Criminal,No
25358,2015,2018,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,818.0,Tech,D Felony,Property,Burglary,Yes
25359,2015,2018,Parole Granted,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,239.0,Tech,C Felony,Property,Theft,Yes
25360,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,859.0,New,D Felony,Property,Burglary,Yes
25361,2015,2018,Parole Granted,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,979.0,New,C Felony,Drug,Trafficking,No
25362,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,960.0,Tech,C Felony,Drug,Trafficking,Yes
25363,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,Yes,286.0,Tech,C Felony,Drug,Trafficking,Yes
25364,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Other Violent,Yes,945.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25365,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,108.0,Tech,C Felony,Drug,Trafficking,No
25366,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,992.0,New,Aggravated Misdemeanor,Property,Theft,Yes
25367,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,385.0,Tech,C Felony,Drug,Trafficking,No
25368,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,863.0,Tech,C Felony,Property,Theft,Yes
25369,2015,2018,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,440.0,New,D Felony,Public Order,OWI,No
25370,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,475.0,New,D Felony,Drug,Drug Possession,Yes
25371,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,118.0,Tech,C Felony,Drug,Trafficking,No
25372,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,741.0,New,D Felony,Property,Forgery/Fraud,Yes
25373,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,289.0,Tech,C Felony,Property,Theft,No
25374,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,470.0,Tech,D Felony,Property,Burglary,Yes
25375,2015,2018,Released to Special Sentence,Asian or Pacific Islander - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,148.0,New,D Felony,Other,Other Criminal,No
25376,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Violent,Assault,Yes,727.0,Tech,C Felony,Violent,Assault,Yes
25377,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,Yes,906.0,Tech,Aggravated Misdemeanor,Other,Other Criminal,Yes
25378,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,C Felony,Other,Other Violent,Yes,734.0,New,Aggravated Misdemeanor,Property,Theft,Yes
25379,2015,2018,Parole Granted,White - Hispanic,0-25,Male,D Felony,Violent,Assault,Yes,947.0,New,C Felony,Violent,Robbery,Yes
25380,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,432.0,New,Aggravated Misdemeanor,Property,Theft,No
25381,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,B Felony,Other,Other Criminal,Yes,201.0,Tech,B Felony,Other,Other Criminal,No
25382,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Violent,Robbery,Yes,42.0,New,C Felony,Violent,Robbery,Yes
25383,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,106.0,Tech,C Felony,Property,Theft,Yes
25384,2015,2018,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,684.0,New,D Felony,Drug,Trafficking,No
25385,2015,2018,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,Yes,209.0,Tech,D Felony,Property,Burglary,Yes
25386,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Public Order,Weapons,Yes,102.0,Tech,D Felony,Public Order,Weapons,Yes
25387,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Public Order,OWI,Yes,238.0,New,D Felony,Public Order,OWI,Yes
25388,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,248.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
25389,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,204.0,Tech,D Felony,Property,Theft,Yes
25390,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,725.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
25391,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,217.0,Tech,C Felony,Drug,Trafficking,Yes
25392,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,91.0,Tech,C Felony,Drug,Trafficking,Yes
25393,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,1064.0,Tech,C Felony,Property,Burglary,Yes
25394,2015,2018,Parole Granted,White - Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,303.0,Tech,C Felony,Drug,Trafficking,No
25395,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,441.0,Tech,C Felony,Drug,Trafficking,No
25396,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Public Order,Other Public Order,Yes,135.0,Tech,D Felony,Public Order,Other Public Order,Yes
25397,2015,2018,Parole Granted,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,319.0,New,B Felony,Drug,Trafficking,Yes
25398,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,214.0,New,Aggravated Misdemeanor,Property,Burglary,Yes
25399,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,77.0,Tech,D Felony,Violent,Assault,Yes
25400,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,109.0,New,D Felony,Other,Other Criminal,No
25401,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,331.0,New,D Felony,Violent,Assault,Yes
25402,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,416.0,New,D Felony,Drug,Drug Possession,No
25403,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,244.0,New,D Felony,Other,Other Criminal,No
25404,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Violent,Murder/Manslaughter,Yes,932.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25405,2015,2018,Paroled to Detainer - Out of State,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,338.0,New,D Felony,Other,Other Criminal,Yes
25406,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,1088.0,New,C Felony,Drug,Trafficking,No
25407,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,Yes,89.0,Tech,C Felony,Drug,Trafficking,No
25408,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,931.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
25409,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,686.0,New,D Felony,Property,Forgery/Fraud,Yes
25410,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,271.0,New,B Felony,Drug,Trafficking,Yes
25411,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Public Order,Weapons,Yes,336.0,Tech,D Felony,Public Order,Weapons,Yes
25412,2015,2018,Parole Granted,White - Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,275.0,New,C Felony,Drug,Trafficking,Yes
25413,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,500.0,New,D Felony,Property,Forgery/Fraud,Yes
25414,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,320.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
25415,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,363.0,New,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25416,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,C Felony,Property,Burglary,Yes,770.0,Tech,C Felony,Property,Burglary,Yes
25417,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,505.0,Tech,D Felony,Property,Theft,No
25418,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,234.0,New,B Felony,Drug,Trafficking,Yes
25419,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,238.0,New,D Felony,Other,Other Criminal,Yes
25420,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Female,C Felony,Drug,Trafficking,Yes,148.0,Tech,C Felony,Drug,Trafficking,No
25421,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,232.0,Tech,D Felony,Property,Burglary,Yes
25422,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,772.0,New,D Felony,Drug,Drug Possession,Yes
25423,2015,2018,Parole Granted,Black - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,48.0,Tech,D Felony,Property,Forgery/Fraud,Yes
25424,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Female,B Felony,Drug,Trafficking,Yes,392.0,Tech,B Felony,Drug,Trafficking,No
25425,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,Yes,391.0,New,C Felony,Property,Theft,No
25426,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,140.0,Tech,C Felony,Drug,Trafficking,Yes
25427,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,1060.0,New,C Felony,Property,Burglary,Yes
25428,2015,2018,Paroled w/Immediate Discharge,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Burglary,Yes,803.0,New,C Felony,Property,Theft,Yes
25429,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,135.0,Tech,C Felony,Drug,Trafficking,No
25430,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,636.0,Tech,D Felony,Violent,Assault,Yes
25431,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,1040.0,Tech,C Felony,Drug,Trafficking,No
25432,2015,2018,Released to Special Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Sex,Yes,200.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25433,2015,2018,Released to Special Sentence,White - Non-Hispanic,0-25,Male,C Felony,Violent,Sex,Yes,503.0,New,Aggravated Misdemeanor,Other,Other Criminal,Yes
25434,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,905.0,New,D Felony,Violent,Assault,Yes
25435,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,45.0,New,D Felony,Other,Other Criminal,No
25436,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,402.0,New,C Felony,Violent,Robbery,Yes
25437,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,227.0,Tech,C Felony,Drug,Trafficking,Yes
25438,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,258.0,New,C Felony,Drug,Trafficking,No
25439,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Female,C Felony,Property,Theft,Yes,726.0,New,C Felony,Property,Theft,No
25440,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,202.0,Tech,C Felony,Property,Burglary,Yes
25441,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,110.0,Tech,D Felony,Drug,Trafficking,Yes
25442,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,619.0,New,D Felony,Property,Burglary,Yes
25443,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,391.0,New,D Felony,Drug,Trafficking,Yes
25444,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,128.0,New,D Felony,Property,Forgery/Fraud,Yes
25445,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,Aggravated Misdemeanor,Property,Arson,Yes,112.0,Tech,Aggravated Misdemeanor,Property,Arson,No
25446,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,442.0,New,Serious Misdemeanor,Violent,Assault,Yes
25447,2015,2018,Released to Special Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Other Criminal,Yes,108.0,New,D Felony,Other,Other Criminal,Yes
25448,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,315.0,New,Aggravated Misdemeanor,Property,Vandalism,Yes
25449,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,178.0,Tech,C Felony,Drug,Trafficking,Yes
25450,2015,2018,Discharged - Expiration of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,780.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25451,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,940.0,New,C Felony,Property,Burglary,Yes
25452,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,Yes,513.0,New,Aggravated Misdemeanor,Property,Theft,Yes
25453,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,484.0,Tech,D Felony,Violent,Assault,Yes
25454,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,1046.0,Tech,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes
25455,2015,2018,Discharged - Expiration of Sentence,White - Hispanic,0-25,Male,Serious Misdemeanor,Public Order,Traffic,Yes,934.0,New,D Felony,Public Order,Weapons,Yes
25456,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,Yes,403.0,Tech,D Felony,Drug,Trafficking,No
25457,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Violent,Other Violent,Yes,573.0,New,B Felony,Violent,Other Violent,Yes
25458,2015,2018,Parole Granted,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,Yes,112.0,New,D Felony,Public Order,Other Public Order,Yes
25459,2015,2018,Parole Granted,Black - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,Yes,562.0,New,C Felony,Property,Burglary,Yes
25460,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,Yes,58.0,Tech,D Felony,Drug,Other Drug,No
25461,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,540.0,Tech,D Felony,Property,Forgery/Fraud,Yes
25462,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,413.0,Tech,D Felony,Property,Theft,No
25463,2015,2018,Parole Granted,Black - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,Yes,627.0,New,D Felony,Property,Theft,Yes
25464,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,553.0,Tech,D Felony,Property,Burglary,Yes
25465,2015,2018,Parole Granted,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,539.0,Tech,C Felony,Drug,Trafficking,Yes
25466,2015,2018,Parole Granted,American Indian or Alaska Native - Non-Hispanic,0-25,Male,C Felony,Other,Other Criminal,Yes,636.0,Tech,C Felony,Other,Other Criminal,No
25467,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,Yes,510.0,New,B Felony,Drug,Trafficking,No
25468,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Drug,Drug Possession,Yes,487.0,Tech,Aggravated Misdemeanor,Drug,Drug Possession,No
25469,2015,2018,Parole Granted,White - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,681.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
25470,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,Yes,290.0,Tech,D Felony,Property,Forgery/Fraud,Yes
25471,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,Yes,70.0,New,C Felony,Property,Burglary,Yes
25472,2015,2018,Parole Granted,Black - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,612.0,New,D Felony,Drug,Drug Possession,No
25473,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Special Sentence 2005,Violent,Sex,Yes,585.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,Yes
25474,2015,2018,Parole Granted,White - Non-Hispanic,0-25,Female,C Felony,Drug,Trafficking,Yes,749.0,New,C Felony,Drug,Trafficking,Yes
25475,2015,2018,Paroled to Detainer - Out of State,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,354.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25476,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,Yes,166.0,Tech,B Felony,Drug,Trafficking,No
25477,2015,2018,Discharged - Expiration of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,929.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
25478,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,266.0,New,C Felony,Drug,Trafficking,Yes
25479,2015,2018,Parole Granted,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,555.0,New,C Felony,Property,Burglary,Yes
